,Unnamed: 0,id,time,rating,comment
20727,1294,MCoFw4vFk6kCSdYfyau6DQ,2022-09-03,1 star rating,My family and I would go to this place all the time.  But we went to have some burgers but we didn't stay for the food. There was a weird odor went we sat down. There was no music. The floor and walls were dirty. This place is on my never never ever again list. Run away!
20727,1294,MCoFw4vFk6kCSdYfyau6DQ,2022-09-03,1 star rating,My family and I would go to this place all the time.  But we went to have some burgers but we didn't stay for the food. There was a weird odor went we sat down. There was no music. The floor and walls were dirty. This place is on my never never ever again list. Run away!
20795,1362,fUGyGK6ZR13JjImsFCBOew,2022-11-12,3 star rating,The place was nice and clean. Our server was very kind as well and funny I think he had a crush on my mom lol. The food was good and made how we asked for. The dessert I took home I was beyond stuffed which was a good thing I wish I had a pic of it. It was the New York style cheese cake it was a huge piece it was very creamy and delicious. Would definitely go back.
20893,1460,xQ445GaWVN5Aa3sFX9OoIg,2023-02-19,5 star rating,"Visited Buvette with a plan to come in early to avoid an agonizing wait and it was a success lolWe arrived at 9:45am on a sunday and were seated at the bar in 10mins (it wouldve been a longer wait for a regular table indoors for two) .It wasnt such a bad spot actually. Noise was average but the volume was a little less by the bar I guess coz it was facing away from the rest of the crowd. Service was pleasant and efficient.We got our almond croissant first and it was one of the best that Ive had in a while - some crunch from crust and the almonds but soft in the center. And there is sweetness there too which I liked! The latte was very good and I also liked their Cafe Meil (has cinnamon). For the food we got the Jambon Cru which had nice soft scrambled eggs! I love the texture and the mild clean flavor of the eggs. Add with some pepper, prosciutto and parmesan and it was actually a lovely breakfast. The Belgian waffle was surprisingly good too! Fruits were fresh, waffle was soft and the creme fraiche actually elevated that flavor! The breakfast/brunch menu was really just something simple but I liked how they actually executed the whole dish and kept the flavor just so pleasant. Thats probably why I ended up giving the five stars after debating if it shouldve been a four. Anyway hubster agrees a 5 star is in order and so there you have it."
20897,1464,xQ445GaWVN5Aa3sFX9OoIg,2023-01-09,5 star rating,"I am extremely impressed with Buvette!  This is a VERY popular spot.  When we arrived, the line was out the door and getting longer by the second.  We had a reservation but weren't able to make it in time.  I explained the situation to the hostess, and she made her best to accommodate us, without affecting the people who were waiting in line.The only spot open was at the bar, right next to the serving station so we got to see the entire process of the restaurant.  Orders coming in, being prepared, being sent to the tables...  The ""kitchen"" is right there at the bar.  They have some small ovens, the steamed eggs are done with the steamer of a coffee machine.  The espresso, tea, and all drinks are made to order, and each section has assigned staff working very organized as a choreographed dance.They all worked hard and in unison to get all orders out as quickly as possible, making sure everyone is satisfied but also trying to keep the line outside moving as fast as they can.As busy as they were, I could see them putting all their effort in every dish.  Presentation is important to them too.  Several coffees would drip onto the saucer dish, and they immediately replaced it with a clean one.  Everything comes out of that kitchen perfectly presented and to order.Highly recommend the almond croissants and any egg dish on the menu.  I assure you will not be disappointed, and if you forget to make reservations, the wait is very well worth it."
20898,1465,xQ445GaWVN5Aa3sFX9OoIg,2023-01-29,3 star rating,"We visited Buvette on a Sunday for brunch and were greeted by a 20-minute wait, which is expected given its popularity. The interior is designed with a French theme, with menu items written in French and wine selections displayed on a mirror on the wall.We ordered an Americano and a dirty chai oat milk latte, both of which were satisfying. The main dishes we tried were the Croque Madame and Eggs with Smoked Salmon. The Croque Madame consisted of Gruyère cheese, classic ham, and a sunny side egg, while the Eggs with Smoked Salmon were served with eggs, capers, and salmon on a slice of bread.Although portion sizes were small, the quality of the food was good. The atmosphere was lively and bustling, but it could get noisy. Overall, Buvette is a charming and casual spot for brunch with a French twist."
20901,1468,dfSlRuVfifkYExogBtkFyw,2022-07-16,1 star rating,"I went to Milo's Yard for a friend's birthday (have never been before). I walk in, go to the bar, grab a couple beer + shots for my friend and I, then go sit down after checking the place out. We like it! We're talking about how cool/chill of a place it is and the nice atmosphere. As we're hanging out and talking (maybe 30 minutes), I notice people who work there keep coming back to where we're sitting checking for empty glasses. My thoughts are ""wow they're really attentive and keep the place clean"". They keep coming back it seems every 5 minutes so now I'm kind of confused. Next thing you know, a woman comes up to my friend and I and asks to look inside her bag. We're confused on what's going on so she grabs her bag and the woman is looking behind the booths and the corner where we're sitting. We're sitting in plain sight of the bar by the way (probably the most visible corner in the bar). The woman then says something about a deli bag and ""drinking pace"". She walks off and my friend and I are so confused. I explained to her what the woman said and we were really offended. When I asked the woman (the manager, she said she was) what the problem was, she told me that our drinking paces were slow and they were accusing me of drinking out of a deli bag or refilling my beer or something of the sort. I've never even thought to do something like that before.  While we're talking, she said ""we thought we saw a deli bag but there wasn't one.. unless it was thrown away"" STILL ACCUSING ME. Our drinking paces were ""slow"" but we just took a shot at the bar and were half a beer down in less than 30-40 minutes. It may be completely unrelated but I just happened to be the only black person in the bar. The manager and the bartender who accused me of this apologized but the whole situation was so ridiculous that I had to leave a review. This is how people are treated at this bar. Paying customers. If they thought such things, check the cameras before you accuse people who bought drinks and tipped. Crazy."
20935,1502,sPQJUmqKDoGkEHPhRjS4ag,2022-11-24,5 star rating,"Score for the area as there is literally no other good poke spot around here I have had so far (Ten Ichi Market has better fish but cold rice so nope.) Also I would not recommend the eel bowl much. Too sweet.This is the local good poke spot. They also have sushi for relatively reasonable prices but I've never gotten it as I just prefer getting poke here. As noted by another reviewer, there's only a $2 difference between the two protein and three protein option which I am fine with as the crab (or rather surimi) salad is essentially just an add-on then. They also have an octopus salad to add-on which I am always worried about as cross-contamination would likely result in very bad times but luckily that hasn't happened and they are pretty clean inside. My only complaint is that I wish that there was an option like some other poke spots to specify how much of the sauce they put on (light/medium/heavy) as I would describe the sauce to be the ""light"" level from other spots so for people who love sauces, ask for extra on there. Most of their add-ons are also free which is a nice touch as some of the add-ons such as shiitake mushrooms are extra at other poke spots. I generally get tuna, salmon, and crab salad or yellow-tail with a mix of toppings and either the sriracha mayo or the yuzu sauce. Outside of the sauce issue, I would mostly compare this spot to Pokeworks outside of them not having sushi burritos (which I don't care and I don't think they should that anyway.) Similar quality fish. I've been here too many times to not rate them highly. They also have a nice slightly sweetened oolong tea tea brand (pretty positive it's a brand I have bought in Chinatown) for I believe three bucks."
20948,1515,UyBbMNIM7zA3fh6lEnLiZQ,2022-02-22,5 star rating,"My favorite ""go-to"" neighborhood Chinese restaurant. Popular with others, as well. The place is well-lit and clean. The food quality, chunk sizes, and flavors remain consistently satisfying."
20983,1550,3Sm0BAPqrV-Q1A_FGWlEhQ,2023-01-01,5 star rating,"Great experience @ Chun Yang Tea! i had this spot bookmarked for a while, so since i've been home & i was randomly in the area, i decided to give it a shot. Since it was my 1st time, i opted for the popular Ostmanthus Honey Oolong Tea for my husband (cold) and the Pudding Oolong Tea with Fresh Milk (hot) - both were so, so tasty and we actually ended up swapping on the ride home. Although i'm actually a huge fan of milk tea, i've never enjoyed it with boba - something about the tapioca texture tends to ruin the drinking experience for me. Nevertheless, i actually really enjoyed the oolong tea w/ the pudding as the pudding pieces were not intrusive and complimented the tea flavour really well.Overall - will def be back. It's a really cute, clean little shop, everyone was wearing masks and gloves, and the guy who took my order was really, really nice."
20984,1551,3Sm0BAPqrV-Q1A_FGWlEhQ,2022-12-29,5 star rating,This will be my number one boba spot in NY ! :)! I have been going there every since the Chinatown one opened and when they opened the location in 8ave I was super excited because it's so close by me!  I love how all there drinks are always fresh and tasty! My top fave would be their hojicha latte ! Then comes their passion fruit green tea! Hojicha latte; 5/5: LOVEEE LOVE THEIR HOJICHA IT DOESNT DISAPPOINT!!  I love how it's fresh and it's not overly sweet and you can def taste the roasted green tea. I always get it 50% sugar and boba because it doesn't feel like you're drinking so much sugar and it just satisfies the cravings. I would highly recommend this drink! Tip; get it with boba ! Their boba isn't over cooked like how some boba shops are and it's just right!Passion fruit green tea; 5/5 as well!! It's super refreshing when you get it during the summer time and it's not sour at all. Passion fruit green tea also never disappoints~! It's my number one recommended refresher~! Service; 5/5; Everyone is super nice and attentive. They never delay your order and always makes it consistent. Ambience; 4/5; they always keep it clean and their decorations are always so cute. You will always have Ann opportunity to take a great photo since there are props. I just wished there were seats in this location though. Overall; 5/5; will always be a returning customer :)!
20993,1560,1dFOF1HPaThSCsdiqR7DrA,2023-02-21,4 star rating,"Very spicy but very good! Given the spice level (high) they should prolly have a seltzer gun, but they doing cans so be forewarned. Might need a few of the ol bubblies to make it through the food. Also good people watching. Bathrooms are clean."
21004,1571,JuP4192zOiVFyPXPuc8EtQ,2022-06-20,1 star rating,"Shut down by health department TWICE that I know of; once just a few weeks ago. I used to eat there, but I could see the place was filthy. I just don't trust it anymore. Poor representation of Bangladesh !They just don't get it !"
21014,1581,JuP4192zOiVFyPXPuc8EtQ,2022-06-20,1 star rating,"Shut down by health department TWICE that I know of; once just a few weeks ago. I used to eat there, but I could see the place was filthy. I just don't trust it anymore. Poor representation of Bangladesh !They just don't get it !"
21024,1591,JuP4192zOiVFyPXPuc8EtQ,2022-06-20,1 star rating,"Shut down by health department TWICE that I know of; once just a few weeks ago. I used to eat there, but I could see the place was filthy. I just don't trust it anymore. Poor representation of Bangladesh !They just don't get it !"
21034,1601,JuP4192zOiVFyPXPuc8EtQ,2022-06-20,1 star rating,"Shut down by health department TWICE that I know of; once just a few weeks ago. I used to eat there, but I could see the place was filthy. I just don't trust it anymore. Poor representation of Bangladesh !They just don't get it !"
21046,1613,Njr_f1J5Pve35OyPdBljVA,2022-10-02,4 star rating,"My coworkers and I got invited to come here for a rep dinner event. The place itself is definitely small and cozy (really nice date night vibes). They had us downstairs which was very rustic wine cellar vibes. Since it was an event - the menu was pre-fixed including the drinks. The mint lemonade that they have is absolutely delicious - would recommend this!For food we got: -Burrata: This was so good, but you cannot go wrong with burrata. Highly recommend this-Plenta: Would pass on this - the smell was very off-putting for the majority of us and we were not a fan of the texture-Gamberetti: The shrimp was really good, the flavors went really well with the shrimp and the shrimp was perfectly cooked. -Fettuccine: This was just alright, nothing special. The pasta was perfectly cooked but the flavor was just alright -Linguine: Highly recommend this; the flavors were so good together. -For Dessert they gave us: tirasmisu, chocolate cake and panna cotta - the best one was tiramisu in my opinion.Overall cute spot for a date and the food was pretty good!"
21060,1627,B9_TgZa8rgW5oZOtXZUMCw,2022-12-30,4 star rating,"Face it; some restaurants meet the mark, and some do not. However, some sparkle and  Laut Singapora did that for me. I chose Laut Sigapora as the place to have my best friend's annual holiday dinner, and the food, service, and experience far exceeded my expectations. Laut Sigapora has charm and sophistication that can't be denied. It is clear from the elegant decor and artistic touches, and aromatic smells one can't help but imagine themselves being on the streets of Thailand or Singapore. Laut Sigapora got a lot right, but I was incredibly impressed with each flavorful dish. I was equally dazzled by the presentation of the food. I compliment the chef, staff, and management for bringing a taste of Asia to the East side of Manhattan. I can't wait for a return and try the spicy crab."
21074,1641,0_GdRHBQqRLkYfmd4xWqmg,2023-03-13,2 star rating,"This place was a joke. First you will face a huge line of people not knowing where to go and what to do. Then someone will escort you to the basement, where you will be stepping in a pile of spilled alcohol. Table is shared with multiple random people, where you will be forced to pay for 2 drinks per person, on the top of the ticket that you payed at the entrance. That would not be the problem if comedians were actually good and not students who are testing their skills, while you end up paying $100 for iced tomato sauce, dirty bathroom and sticky floor full of spilled beer. Giving only 2 stars because of the mustard guy lol who was really good, and the waitress who managed to juggle in between being on the stage and performing and then running down and serving drinks, otherwise would be 1 star. This place is a mess.  If you are in the area and looking for something fun to do, do yourself a favor and skip this club. :)"
21079,1646,0_GdRHBQqRLkYfmd4xWqmg,2023-01-02,4 star rating,"I have been to this location multiple times as well as other clubs across the east coast. First off some of the reviewers seem to fail to understand what a comedy club traditionally is. Expect a two drink minimum that is basically industry standard. Expect a little freedom for the comedians to do their routines. Comedy historically is actually an important area of free speech and unless someone is just tearing into a certain group non-stop (and they themselves not part of said group) let them have a little artistic freedom to observe cultures and poke fun of ourselves. Some back and forth will happen between the audience and the comedians. The last time I came here a few weeks ago I was roasted by one comedian for being bald but I'm not interested in being offended. Having said all that - the drinks are pretty good they are not watered down. The actual venue can really use some TLC. I understand clubs can pass with a divey or more run down atmosphere but I think it's time for the staff here to do some basic things like replace some light bulbs and clean up (or replace) the set, replace some chairs, clean the floors etc etc. Overall I will keep coming back to this location and keep an eye out for new talent trying out their routines."
21079,1646,0_GdRHBQqRLkYfmd4xWqmg,2023-01-02,4 star rating,"I have been to this location multiple times as well as other clubs across the east coast. First off some of the reviewers seem to fail to understand what a comedy club traditionally is. Expect a two drink minimum that is basically industry standard. Expect a little freedom for the comedians to do their routines. Comedy historically is actually an important area of free speech and unless someone is just tearing into a certain group non-stop (and they themselves not part of said group) let them have a little artistic freedom to observe cultures and poke fun of ourselves. Some back and forth will happen between the audience and the comedians. The last time I came here a few weeks ago I was roasted by one comedian for being bald but I'm not interested in being offended. Having said all that - the drinks are pretty good they are not watered down. The actual venue can really use some TLC. I understand clubs can pass with a divey or more run down atmosphere but I think it's time for the staff here to do some basic things like replace some light bulbs and clean up (or replace) the set, replace some chairs, clean the floors etc etc. Overall I will keep coming back to this location and keep an eye out for new talent trying out their routines."
21081,1648,0_GdRHBQqRLkYfmd4xWqmg,2023-03-07,3 star rating,"Comedy was good. Like most comedy clubs in NYC, you have some good and some not so good. This place had great comedians and two not so good. Be prepared to get two drinks.... Yes two drink minimum for each person. Drinks are ok. They come out pretty quick back to back. Not to pricey for what you get. Was defiantly a heavy pouring bartender. Place was a little dirty but hey, it's NYC, it's the experience and the fun in the city. Give it a try.  On par with all the other high price comedy clubs for a lot less money."
21085,1652,NiosoLeT66--O2BOUlI_GA,2022-04-20,5 star rating,"We made a date night, and finally after the pandemic and booking a babysitter, we were able to have a nice dine-in dinner together on a Friday early evening, with cocktails!  Their sake-tini is delicious, and instead of olives, we got lychees, which are a great pairing.  Definitely would recommend trying if you didn't think twice about getting a drink with dinner at a casual sushi place like Bay Sushi.  There's something comforting about the place, and that's what makes us keep coming back time and time again.We ordered their tuna dumplings, which are literally like little tuna sushi bombs with avocado, kani, and other goodies inside.  They are addicting, but pricey; worth getting if you are celebrating like we were.Next, we ordered a bunch of hand rolls, since getting hand rolls for delivery never tastes the same as getting them delivered right to your table!  I ordered a spicy salmon, spicy tuna, spicy kani, and spicy yellow tail.  I also ordered a few sushi pieces for the heck of it, and man - it was so good!  Although they were swamped with delivery and walk-in orders to-go, they truly tried to make the dine-in customers a priority, which I appreciate, especially with the small staff that they have.  Fresh sushi, fresh ingredients, and the place is always clean and welcoming.So happy Bay Sushi survived the pandemic because this place is a pure staple to the area!"
21118,1685,PQfwvAvxA1C99xSY1iuBEg,2022-05-16,1 star rating,The only person who seemed positive in that place was the girl who took my order. Not only did I have to wait almost 30 mins for my small order but they handed it to me in a dirty bag with sauce that I didn't ask for spilled all over it. They literally looked at the bag drenched in the sauce and still tried to give it to me  when another employee took back my order to give a clean bag she just tossed my shit all over the counter! That's what pissed me off to the point I asked for my money back and wanted to cancel the order. The lady denied my money back!!! Said because I had already touched the order they can't issue a refund. THEY HANDED ME MY ORDER IN A DIRTY ASS BAG!! I DIDNT TOUCH SHIT BESIDES THAT DIRTY ASS BAG!! I didn't even want the order anymore especially after watching her just toss my stuff out of one bag into another carelessly as if I'm the one in the wrong!! I don't knock 9-5 workers especially when dealing with fast food and everybody has bad days but nobody in their right mind would want food after it was first delivered in a dirty bag and then tossed on the counter like it was trash!! DO BETTER or don't work !!!
21118,1685,PQfwvAvxA1C99xSY1iuBEg,2022-05-16,1 star rating,The only person who seemed positive in that place was the girl who took my order. Not only did I have to wait almost 30 mins for my small order but they handed it to me in a dirty bag with sauce that I didn't ask for spilled all over it. They literally looked at the bag drenched in the sauce and still tried to give it to me  when another employee took back my order to give a clean bag she just tossed my shit all over the counter! That's what pissed me off to the point I asked for my money back and wanted to cancel the order. The lady denied my money back!!! Said because I had already touched the order they can't issue a refund. THEY HANDED ME MY ORDER IN A DIRTY ASS BAG!! I DIDNT TOUCH SHIT BESIDES THAT DIRTY ASS BAG!! I didn't even want the order anymore especially after watching her just toss my stuff out of one bag into another carelessly as if I'm the one in the wrong!! I don't knock 9-5 workers especially when dealing with fast food and everybody has bad days but nobody in their right mind would want food after it was first delivered in a dirty bag and then tossed on the counter like it was trash!! DO BETTER or don't work !!!
21118,1685,PQfwvAvxA1C99xSY1iuBEg,2022-05-16,1 star rating,The only person who seemed positive in that place was the girl who took my order. Not only did I have to wait almost 30 mins for my small order but they handed it to me in a dirty bag with sauce that I didn't ask for spilled all over it. They literally looked at the bag drenched in the sauce and still tried to give it to me  when another employee took back my order to give a clean bag she just tossed my shit all over the counter! That's what pissed me off to the point I asked for my money back and wanted to cancel the order. The lady denied my money back!!! Said because I had already touched the order they can't issue a refund. THEY HANDED ME MY ORDER IN A DIRTY ASS BAG!! I DIDNT TOUCH SHIT BESIDES THAT DIRTY ASS BAG!! I didn't even want the order anymore especially after watching her just toss my stuff out of one bag into another carelessly as if I'm the one in the wrong!! I don't knock 9-5 workers especially when dealing with fast food and everybody has bad days but nobody in their right mind would want food after it was first delivered in a dirty bag and then tossed on the counter like it was trash!! DO BETTER or don't work !!!
21118,1685,PQfwvAvxA1C99xSY1iuBEg,2022-05-16,1 star rating,The only person who seemed positive in that place was the girl who took my order. Not only did I have to wait almost 30 mins for my small order but they handed it to me in a dirty bag with sauce that I didn't ask for spilled all over it. They literally looked at the bag drenched in the sauce and still tried to give it to me  when another employee took back my order to give a clean bag she just tossed my shit all over the counter! That's what pissed me off to the point I asked for my money back and wanted to cancel the order. The lady denied my money back!!! Said because I had already touched the order they can't issue a refund. THEY HANDED ME MY ORDER IN A DIRTY ASS BAG!! I DIDNT TOUCH SHIT BESIDES THAT DIRTY ASS BAG!! I didn't even want the order anymore especially after watching her just toss my stuff out of one bag into another carelessly as if I'm the one in the wrong!! I don't knock 9-5 workers especially when dealing with fast food and everybody has bad days but nobody in their right mind would want food after it was first delivered in a dirty bag and then tossed on the counter like it was trash!! DO BETTER or don't work !!!
21118,1685,PQfwvAvxA1C99xSY1iuBEg,2022-05-16,1 star rating,The only person who seemed positive in that place was the girl who took my order. Not only did I have to wait almost 30 mins for my small order but they handed it to me in a dirty bag with sauce that I didn't ask for spilled all over it. They literally looked at the bag drenched in the sauce and still tried to give it to me  when another employee took back my order to give a clean bag she just tossed my shit all over the counter! That's what pissed me off to the point I asked for my money back and wanted to cancel the order. The lady denied my money back!!! Said because I had already touched the order they can't issue a refund. THEY HANDED ME MY ORDER IN A DIRTY ASS BAG!! I DIDNT TOUCH SHIT BESIDES THAT DIRTY ASS BAG!! I didn't even want the order anymore especially after watching her just toss my stuff out of one bag into another carelessly as if I'm the one in the wrong!! I don't knock 9-5 workers especially when dealing with fast food and everybody has bad days but nobody in their right mind would want food after it was first delivered in a dirty bag and then tossed on the counter like it was trash!! DO BETTER or don't work !!!
21118,1685,PQfwvAvxA1C99xSY1iuBEg,2022-05-16,1 star rating,The only person who seemed positive in that place was the girl who took my order. Not only did I have to wait almost 30 mins for my small order but they handed it to me in a dirty bag with sauce that I didn't ask for spilled all over it. They literally looked at the bag drenched in the sauce and still tried to give it to me  when another employee took back my order to give a clean bag she just tossed my shit all over the counter! That's what pissed me off to the point I asked for my money back and wanted to cancel the order. The lady denied my money back!!! Said because I had already touched the order they can't issue a refund. THEY HANDED ME MY ORDER IN A DIRTY ASS BAG!! I DIDNT TOUCH SHIT BESIDES THAT DIRTY ASS BAG!! I didn't even want the order anymore especially after watching her just toss my stuff out of one bag into another carelessly as if I'm the one in the wrong!! I don't knock 9-5 workers especially when dealing with fast food and everybody has bad days but nobody in their right mind would want food after it was first delivered in a dirty bag and then tossed on the counter like it was trash!! DO BETTER or don't work !!!
21125,1692,YlR8TOyCxZX-Bj6Tbt9Xbg,2023-03-03,1 star rating,No place to sit. Dirty. They closed the upstairs. Super expensive and they don't give you a receipt. Starbucks is going downhill in NY
21127,1694,YlR8TOyCxZX-Bj6Tbt9Xbg,2023-02-07,1 star rating,"Dirty. Extremely rude management and confused staff. I arrived at my guests request and was greeted by the manager with his back turned, laughing and joking with staff. I stoodpatiently for awhile and realized that we were simply being ignored. When he decided to turn around and I addressed that we were being ignored he rudely snipped back ""we were having a meeting"". LOL One barista said she couldn't do anything to help because she was in training. So she just stood and stared. Such a disappointing experience for my guests."
21137,1704,duDFUEnTIxzW4od7c4NKTg,2022-10-30,4 star rating,"A branch of the Chinatown Ice Cream Factory, this place is a unique ice cream store with exotic Asian flavors. My favorite flavors are lychee, almond cookie, don tot, and red bean, but there are many flavors to choose from. The store is bright and clean. Staff was nice. I like their logo too."
21147,1714,QqSDuJKKmEHOEPpzCFTQFA,2022-03-05,4 star rating,"Great place for tasty noodle soup! We tried the Beef Noodle Soup and the Lamb Noodle Soup. They provide a decent amount of food, with a big bowl of soup and lots of noodles and meat. The taste of the soup was a good standard for what I would expect in Flushing. The service was great. The server was very personable and we talked about the basketball that was showing. The interior of the restaurant is nicely decorated and kept very clean. This is definitely a place I would come back to try more items from their menu."
21157,1724,ZUJ3ZTItCm6cEce6qvo7nw,2022-09-17,1 star rating,"I've ordered from here for years, but the quality has gone way downhill. Just ordered today for the last time. While the deliveries are always fast and the service is friendly, the food is just simply disgusting. The portions have gotten way smaller too. Breakfast arrived full of greasy oil. The home fries were inedible and even the eggs (how do you screw up eggs??) were disgusting. I specifically noted for the English muffin to be dry/ no butter, and BOTH muffins arrived literally saturated with butter. Gross. I threw most of the food in the garbage & contacted GrubHub about the food quality. Thankfully, GrubHub issued me a full refund. I'm sorry to say it, but after seeing these same food quality issues in my last few orders, I would highly suggest looking elsewhere for decent food. I wish I had just made breakfast at home today."
21158,1725,ZUJ3ZTItCm6cEce6qvo7nw,2022-01-04,5 star rating,"This place is small but full of warmth and has a very inviting/cozy atmosphere.  This family-run place is definitely a breath of fresh air compared to the other/bigger diner options nearby.  Unlike the other diners in the area, the food here is actually well-made, tasty and not ridiculously overpriced.  The establishment is clean and the service is attentive.  I really enjoyed my burger, which was perfectly made and the accompanying fries were nice and crisp.  The portions are generous and it was pretty much a simple, tasty meal.  There is a good reason why this place gets high marks and honestly the terrible/lackluster diner options nearby makes this place an obvious choice if you're looking for a decent diner meal without paying way more.  The only meh is that this place is part of a strip mall/line of stores so it doesn't have its own parking and you'll need to find street parking.  However, given how good the food is, it's worth the small hassle."
21178,1745,j9TdOBSQ1LRw8v3hW5fObQ,2023-02-13,3 star rating,"I've wanted to come here for awhile, and came here yesterday for a dad/daughter breakfast.The inside is very small, which had limited seating. However, we were told we could eat in the outdoor fixture. Shortly after sitting down, my daughter and I noticed a foul smell from inside. The smell was like a wet mop, it was rather peculiar, but we made the best of it.I ordered the Big Breakfast (eggs, grits, and biscuit) and a side order of Macaroni and Cheese; my daughter had a cheeseburger. I also ordered a boozy milkshake without the marshmallows, but when it came out, it did have marshmallows, and the server tried to convince me it was whipped cream.  Ultimately, she did finally bring me a new one, but I felt like it was an insult to my intelligence.The food itself was good. I thought the prices were fair, but the bad smell and hot chocolate fiasco, mY deter me from returning soon."
21178,1745,j9TdOBSQ1LRw8v3hW5fObQ,2023-02-13,3 star rating,"I've wanted to come here for awhile, and came here yesterday for a dad/daughter breakfast.The inside is very small, which had limited seating. However, we were told we could eat in the outdoor fixture. Shortly after sitting down, my daughter and I noticed a foul smell from inside. The smell was like a wet mop, it was rather peculiar, but we made the best of it.I ordered the Big Breakfast (eggs, grits, and biscuit) and a side order of Macaroni and Cheese; my daughter had a cheeseburger. I also ordered a boozy milkshake without the marshmallows, but when it came out, it did have marshmallows, and the server tried to convince me it was whipped cream.  Ultimately, she did finally bring me a new one, but I felt like it was an insult to my intelligence.The food itself was good. I thought the prices were fair, but the bad smell and hot chocolate fiasco, mY deter me from returning soon."
21178,1745,j9TdOBSQ1LRw8v3hW5fObQ,2023-02-13,3 star rating,"I've wanted to come here for awhile, and came here yesterday for a dad/daughter breakfast.The inside is very small, which had limited seating. However, we were told we could eat in the outdoor fixture. Shortly after sitting down, my daughter and I noticed a foul smell from inside. The smell was like a wet mop, it was rather peculiar, but we made the best of it.I ordered the Big Breakfast (eggs, grits, and biscuit) and a side order of Macaroni and Cheese; my daughter had a cheeseburger. I also ordered a boozy milkshake without the marshmallows, but when it came out, it did have marshmallows, and the server tried to convince me it was whipped cream.  Ultimately, she did finally bring me a new one, but I felt like it was an insult to my intelligence.The food itself was good. I thought the prices were fair, but the bad smell and hot chocolate fiasco, mY deter me from returning soon."
21179,1746,j9TdOBSQ1LRw8v3hW5fObQ,2023-01-20,4 star rating,"Kind of crazy but I came here just for a cinnamon roll! It was so good though I know I need to come back to try everything else. Immediately upon walking in the smell of fried chicken and sweet waffles hit me in the face.They take your name down and seat you accordingly, but you can also order to go. I got the cinnamon roll to go and they heated it up. It was heavenly!Cinnamon roll: 9/10Warm, fluffy, sticky, and delicious! Definitely worth the splurge but you MUST get it heated up. The frosting was a tiny bit too cream cheesy, but that is the only negative aspect and it's not even so bad that the roll still tastes amazing.The staff is incredibly friendly too!"
21184,1751,CSdidyPBulRnVwTyZ6OpyQ,2023-03-18,2 star rating,"Uneducated Employees!!!I ordered cortado coffee, and they didn't know what that is. KkSince they didn't know I asked for americano but they didn't listen to me.Somehow, they made it for me but it was horrible!!!!!!!I threw away in the trash outside!!"
21300,1867,qpj8kc8y3SgLA6GWkVgX3g,2023-01-13,5 star rating,"The most adorable and delicious spot on Essex. First, loved all the Pride flags displayed!!!! Yassssss! Second, one of the best focaccia breads I've ever had. I don't know if it was the olive oil they used, the airiness of the slice I had, the perfect amount of sea salt or all of the above but I will dream of this focaccia for nights to come.You can see the workings of all the baked goods right behind the counter. The wall paper is just so cheery and there are several areas where you can sit and dine whether it be one of their baked goods or one of their Neapolitan pizzas. The second you walk in it just smells like a perfect combo of pizza and desserts. I ordered a mint tea and a delicious double chocolate chip. You can tell this was a fav in the neighborhood as people came in to meet up for a quick cup of coffee and a chance to catch up. Before leaving I purchased the following: fruit and nut baguette (the baby has already ate half the loaf...) an everything baguette (delish just sliced but can't wait to make avocado toast with it) and my slice of focaccia. So do yourself a favor and pop in here and try one of everything."
21324,1891,MBkyCEjBbe-Ql63agwOUpw,2023-02-27,5 star rating,fire environment the drinks are cheap and decent. music is fun and really clean bathroom!!
21393,1960,5kHNyJABl521cgtAzj9_dw,2022-10-12,2 star rating,I ordered to go two entrees. Veal Parm and Chicken Marsala. Breaded veal was not fresh at all. Probably kept in the  freezer for long time. Chicken Marsala was ok but no taste. Bread served with it really old. I could smell that. I never had old bread from any pizzeria.
21404,1971,pymPEcd_X1A1pvXHQeg0_w,2022-07-09,1 star rating,"The service here is very poor. I downloaded the app to get the free ten piece chicken nugget offer it gives. When I got inside the person at the register scanned the offer but didn't know how to apply it to my order. When another worker came to help they had to re-scan for the offer again. Because of this I was told that the offer was ineligible because they scanned the app twice. So I never got my free offer and didn't get anything except a ""it says it doesn't work anymore"". The customer service was terrible and the lack of knowledge the workers had of their own register shows how this establishment is truly run. Not to mention the cleanliness of the place was horrible. I will not be bringing my business here again and suggest others don't either"
21410,1977,G4KNXsc7F49OzkW7I28JCg,2022-12-12,4 star rating,"Cute place. I tried coming here a year ago an hour before closing but apparently the hours online were wrong, so be prepared. Not sure if it's been updated now.Finally got to try this place yesterday! Like I said, cute place. Workers were nice. Water available with paper cups on the counter. Bathroom was clean and functional!White  - Definitely the winner. Lots of flavor! Good amount of wet to dry ratio. Pepperoni - Pretty good as well! Very small amount of pepperonis but I like the thin-ness and the sweetness.Grandma - Very dry pizza. Didn't enjoy, but glad I tried it. Would come back if I'm in the area!"
